ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU2,3637,SYSTEM13U.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM2.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM123U.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM123.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM23.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM12U.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM1.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM3.TXT,0.49425,0.16963,0.25257,1

ROUGE-SU2,3650,SYSTEM13.TXT,0.33333,0.32787,0.33058,1
ROUGE-SU2,3650,SYSTEM12.TXT,0.51111,0.39827,0.44769,1
ROUGE-SU2,3650,SYSTEM23U.TXT,0.70000,0.54545,0.61314,1
ROUGE-SU2,3650,SYSTEM13U.TXT,0.33333,0.32787,0.33058,1
ROUGE-SU2,3650,SYSTEM2.TXT,0.50556,0.39912,0.44608,1
ROUGE-SU2,3650,SYSTEM123U.TXT,0.70000,0.54545,0.61314,1
ROUGE-SU2,3650,SYSTEM123.TXT,0.70000,0.54545,0.61314,1
ROUGE-SU2,3650,SYSTEM23.TXT,0.70000,0.54545,0.61314,1
ROUGE-SU2,3650,SYSTEM12U.TXT,0.51111,0.39827,0.44769,1
ROUGE-SU2,3650,SYSTEM3.TXT,0.42778,0.21038,0.28205,1
ROUGE-SU2,3650,SYSTEM1.TXT,0.12778,0.11443,0.12073,1

ROUGE-SU2,3651,SYSTEM123.TXT,0.17241,0.16129,0.16667,1
ROUGE-SU2,3651,SYSTEM12U.TXT,0.20690,0.13483,0.16327,1
ROUGE-SU2,3651,SYSTEM23.TXT,0.17241,0.16129,0.16667,1
ROUGE-SU2,3651,SYSTEM13.TXT,0.16667,0.14646,0.15591,1
ROUGE-SU2,3651,SYSTEM12.TXT,0.17241,0.16129,0.16667,1
ROUGE-SU2,3651,SYSTEM123U.TXT,0.20690,0.13483,0.16327,1
ROUGE-SU2,3651,SYSTEM23U.TXT,0.20690,0.13483,0.16327,1
ROUGE-SU2,3651,SYSTEM3.TXT,0.20690,0.14815,0.17266,1
ROUGE-SU2,3651,SYSTEM2.TXT,0.17241,0.16129,0.16667,1
ROUGE-SU2,3651,SYSTEM1.TXT,0.16667,0.14646,0.15591,1
ROUGE-SU2,3651,SYSTEM13U.TXT,0.20690,0.14815,0.17266,1

ROUGE-SU2,2320,SYSTEM13U.TXT,0.37853,0.28270,0.32367,1
ROUGE-SU2,2320,SYSTEM23.TXT,0.36723,0.33854,0.35230,1
ROUGE-SU2,2320,SYSTEM12U.TXT,0.36723,0.33854,0.35230,1
ROUGE-SU2,2320,SYSTEM13.TXT,0.21469,0.18095,0.19638,1
ROUGE-SU2,2320,SYSTEM123.TXT,0.37853,0.28270,0.32367,1
ROUGE-SU2,2320,SYSTEM12.TXT,0.36723,0.33854,0.35230,1
ROUGE-SU2,2320,SYSTEM23U.TXT,0.37853,0.28270,0.32367,1
ROUGE-SU2,2320,SYSTEM2.TXT,0.36723,0.33854,0.35230,1
ROUGE-SU2,2320,SYSTEM123U.TXT,0.37853,0.28270,0.32367,1
ROUGE-SU2,2320,SYSTEM1.TXT,0.21469,0.18095,0.19638,1
ROUGE-SU2,2320,SYSTEM3.TXT,0.49718,0.19955,0.28479,1

ROUGE-SU2,0,SYSTEM123U.TXT,0.55932,0.44595,0.49624,1
ROUGE-SU2,0,SYSTEM13U.TXT,0.55932,0.44595,0.49624,1
ROUGE-SU2,0,SYSTEM3.TXT,0.60452,0.18576,0.28420,1
ROUGE-SU2,0,SYSTEM123.TXT,0.55932,0.44595,0.49624,1
ROUGE-SU2,0,SYSTEM13.TXT,0.23729,0.15556,0.18792,1
ROUGE-SU2,0,SYSTEM12.TXT,0.55932,0.44595,0.49624,1
ROUGE-SU2,0,SYSTEM23U.TXT,0.55932,0.44595,0.49624,1
